codex_id,categ_id,type,state,name
472,1533,product,sellable,"KLOSET JONGKOK BIASA DUTY PUTIH"
3650,1533,product,sellable,"KLOSET JONGKOK BIASA GLOBAL PUTIH"
3252,1533,product,sellable,"KLOSET JONGKOK BIASA LIGA BIRU"
6073,1533,product,sellable,"KLOSET JONGKOK BIASA LIGA PINK"
3257,1533,product,sellable,"KLOSET JONGKOK BIASA TCI BIRU"
3258,1533,product,sellable,"KLOSET JONGKOK BIASA TCI BIRU TUA"
6071,1533,product,sellable,"KLOSET JONGKOK BIASA TCI HIJAU"
6072,1533,product,sellable,"KLOSET JONGKOK BIASA TCI PINK"
4332,1533,product,sellable,"KLOSET JONGKOK BIASA TCI PUTIH"
7196,1538,product,sellable,"DOP 1 BIASA"
2490,1538,product,sellable,"DOP 2 BIASA"
2555,1538,product,sellable,"DOP 21/2 BIASA"
3031,1538,product,sellable,"DOP 21/2 lokal BKR"
1711,1538,product,sellable,"DOP 3 BIASA"
1938,1538,product,sellable,"DOP 4 BIASA"
3223,1538,product,sellable,"DOP DRAT 1"
3221,1538,product,sellable,"DOP DRAT 1/2"
3222,1538,product,sellable,"DOP DRAT 3/4"
4976,1538,product,sellable,"KENI 1 BIASA"
7004,1538,product,sellable,"KENI 1/2 BIASA"
1295,1538,product,sellable,"KENI 2 BIASA"
4746,1538,product,sellable,"KENI 21/2 45 D BIASA"
1574,1538,product,sellable,"KENI 21/2 BIASA"
1539,1538,product,sellable,"KENI 3 BIASA"
7006,1538,product,sellable,"KENI 3/4 BIASA"
2499,1538,product,sellable,"KENI 4 45 BIASA"
313,1538,product,sellable,"KENI 4 BIASA"
7317,1538,product,sellable,"KENI DRAT 3/4 BIASA"
7198,1538,product,sellable,"P-TRAP 11/2 BIASA"
7200,1538,product,sellable,"P-TRAP 3  BIASA"
7303,1538,product,sellable,"SDD 1 BIASA"
7005,1538,product,sellable,"SDD 2 BIASA"
2391,1538,product,sellable,"SOKET 2 BIASA"
2733,1538,product,sellable,"SOKET 21/2 BIASA"
1794,1538,product,sellable,"SOKET 3 BIASA"
1939,1538,product,sellable,"SOKET 4 BIASA"
7213,1538,product,sellable,"SOKET 6 BIASA"
7199,1538,product,sellable,"TDD 1/2 BIASA"
7003,1538,product,sellable,"TEE 1 X 1/2 BIASA"
1301,1538,product,sellable,"TEE 2 BIASA"
2544,1538,product,sellable,"TEE 21/2 BIASA"
1686,1538,product,sellable,"TEE 3 BIASA"
4849,1538,product,sellable,"TEE 3 X 2 BIASA"
2506,1538,product,sellable,"TEE 4 BIASA"
3809,1538,product,sellable,"TEE 4 X 2 BIASA"
5157,1538,product,sellable,"TEE 4X3 BIASA"
7007,1538,product,sellable,"VS 3 X 11/2 BIASA"
1859,1538,product,sellable,"VS 3 X 2 BIASA"
2550,1538,product,sellable,"VS 3 X 21/2 BIASA"
1302,1538,product,sellable,"VS 3 X 4 BIASA"
4847,1538,product,sellable,"VS 4 X 2 BIASA"
7008,1538,product,sellable,"VS 4 X 21/2 BIASA"
1591,1538,product,sellable,"WM 1 JAYA"
1855,1538,product,sellable,"WM 1 X 1/2 BIASA"
1856,1538,product,sellable,"WM 1 X 3/4 BIASA"
4457,1538,product,sellable,"WM 1/2 JAYA"
1590,1538,product,sellable,"WM1/2 BIASA"
1589,1538,product,sellable,"WM3/4 BIASA"
7624,1575,product,sellable,"TALANG BULAT 6 GANESHA"
2942,1575,product,sellable,"TALANG BULAT 6 MASPION "
7365,1575,product,sellable,"TALANG BULAT 6 PIPAMAS"
7625,1575,product,sellable,"TALANG KOTAK GANESHA R140"
1577,1575,product,sellable,"TALANG KOTAK MASPION"
5474,1575,product,sellable,"TALANG KOTAK PIPAMAS"
6425,1575,product,sellable,"TALANG KOTAK SINAR DAKU BIRU"
1712,1575,product,sellable,"TALANG KOTAK SINAR DAKU PUTIH"
2764,1575,product,sellable,"TALANG KOTAK SUPERLON"
3122,1575,product,sellable,"TALANG KOTAK TRILLIUN ABU"
1576,1575,product,sellable,"TALANG KOTAK TSP"
4880,1605,product,sellable,"CASING COVER PANASONIC 125"
4881,1605,product,sellable,"CASING COVER PANASONIC 200 WATT"
4883,1605,product,sellable,"CASING COVER SHIMIZU 121"
4882,1605,product,sellable,"CASING COVER SHIMIZU 130"
4893,1605,product,sellable,"FOOTKLEP VENTURI HITAM BESAR"
2285,1605,product,sellable,"LIDAH POMPA / KLEP POMPA"
4728,1605,product,sellable,"METER POMPA / AMPERE METER / PRESSURE METER"
1685,1605,product,sellable,"SELONGSONG JET KUNINGAN"
632,1605,product,sellable,"SELONGSONG JET PUMP"
4058,1605,product,sellable,"SELONGSONG JET PVC DOUBLE DRAT"
4887,1605,product,sellable,"SPUYER VENTURI HITAM"
4885,1605,product,sellable,"SPUYER VENTURI KUNINGAN"
4886,1605,product,sellable,"SPUYER VENTURI PUTIH"
2666,1605,product,sellable,"SULING JET PUMP"
4888,1605,product,sellable,"SULING JET PUMP BESAR"
2254,1605,product,sellable,"TUTUP KLEP SANYO"
6650,1605,product,sellable,"TUTUP POMPA GOLDSTAR 125"
6651,1605,product,sellable,"TUTUP POMPA GOLDSTAR 250"
2252,1605,product,sellable,"TUTUP POMPA PANASONIC 125"
2253,1605,product,sellable,"TUTUP POMPA SANYO 125"
6652,1605,product,sellable,"TUTUP POMPA SANYO 250"
2722,1605,product,sellable,"VENTURI / JANTUNG JET PUMP"
6108,1605,product,sellable,"VENTURY SANYO/SHIMIZU BEASR"
1608,1606,product,sellable,"KAPASITOR 10uF"
1610,1606,product,sellable,"KAPASITOR 12.5uF"
1609,1606,product,sellable,"KAPASITOR 12uF"
1611,1606,product,sellable,"KAPASITOR 14uF"
3456,1606,product,sellable,"KAPASITOR 16uF"
3104,1606,product,sellable,"KAPASITOR 20 uF"
6118,1606,product,sellable,"KAPASITOR 25uf"
6119,1606,product,sellable,"KAPASITOR 30uf"
1607,1606,product,sellable,"KAPASITOR 8uF"
2988,1606,product,sellable,"KAPASITOR KOTAK 8uF"
7477,1606,product,sellable,"KAPASITOR KOTAK HITAM 1.5 uF"
7478,1606,product,sellable,"KAPASITOR KOTAK HITAM 2.5 uF"
4079,1606,product,sellable,"KAPASITOR KOTAK HITAM 4 uF"
7479,1606,product,sellable,"KAPASITOR KOTAK HITAM 5 uF"
7480,1606,product,sellable,"KAPASITOR KOTAK HITAM 6 uF"
7240,1624,product,sellable,"BLOCK BOARD 15"
7241,1624,product,sellable,"BLOCK BOARD 18"
4436,1624,product,sellable,"MELAMIN BLOCK 15ML"
7257,1624,product,sellable,"MELAMIN DOF"
2778,1624,product,sellable,"MULTI 4 X 8 12MM"
4006,1624,product,sellable,"MULTI 4 X 8 15MM"
3212,1624,product,sellable,"MULTI 4 X 8 18MM"
2297,1624,product,sellable,"MULTI 4 X 8 6MM"
7186,1624,product,sellable,"MULTI 4 X 8 9MM"
9563,1624,product,sellable,"MULTI MELAMIN 18 "
7242,1624,product,sellable,"TEAK BLOCK"
7256,1624,product,sellable,"TEAK WOOD 4 X 8 "
7187,1624,product,sellable,"TRIPLEK 4 X 8 - 12mm"
7188,1624,product,sellable,"TRIPLEK 4 X 8 - 15mm"
7239,1624,product,sellable,"TRIPLEK 4 X 8 - 18mm"
7261,1624,product,sellable,"TRIPLEK 4 X 8 - 3mm"
1625,1624,product,sellable,"TRIPLEK 4 X 8 - 4mm"
7238,1624,product,sellable,"TRIPLEK 4 X 8 - 5mm"
1626,1624,product,sellable,"TRIPLEK 4 X 8 - 6mm"
7868,1624,product,sellable,"TRIPLEK 4 X 8 - 9 MM"
7260,1624,product,sellable,"TRIPLEK PINTU 3 X 7 - 4MM"
8956,1624,product,sellable,"TRIPLEK PINTU 3 X 7 - 5MM"
7086,1627,product,sellable,"PAKU 1"
6842,1627,product,sellable,"PAKU 10"
6843,1627,product,sellable,"PAKU 12"
6839,1627,product,sellable,"PAKU 4"
2496,1627,product,sellable,"PAKU 4 CM"
6840,1627,product,sellable,"PAKU 5"
2294,1627,product,sellable,"PAKU 5 CM"
6841,1627,product,sellable,"PAKU 7"
2983,1627,product,sellable,"PAKU PAYUNG"
7088,1627,product,sellable,"PAKU TEMBAK F20"
7087,1627,product,sellable,"PAKU TEMBAK F25"
7400,1627,product,sellable,"PAKU TRIPLEK 1"
626,1627,product,sellable,RESIBON
7812,1648,product,sellable,"FLINKOTE FUTANLUX"
970,1648,product,sellable,"FLINKOTE SEIV"
2301,1648,product,sellable,"FLINKOTE SHELL"
594,1648,product,sellable,"FLINKOTE YOKO"
1696,1650,product,sellable,"KENI DRAT 1/2 R AW KUNINGAN "
1651,1650,product,sellable,"KENI DRAT 3/4 R AW KUNINGAN"
1784,1650,product,sellable,"SDD 1/2 METAL KUNINGAN R"
3904,1650,product,sellable,"SDD 3/4 METAL KUNINGAN R"
4014,1650,product,sellable,"SOKET 1/2 KUNINGAN"
1697,1650,product,sellable,"TEE DRAT 1/2 METAL KUNINGAN R"
1851,1655,product,sellable,"CT GLN MOWILEX MM5001"
1852,1655,product,sellable,"CT GLN MOWILEX MM5003"
5258,1655,product,sellable,"MOWILEXGLN 4003"
1850,1655,product,sellable,"MOWILEXGLN 4004"
3582,1655,product,sellable,"MOWILEXGLN BM1002 CYANINE BLUE"
3201,1667,product,sellable,"TANGGA LIPAT LURUS DL-150"
3202,1667,product,sellable,"TANGGA LIPAT LURUS DL-175"
7977,1667,product,sellable,"TANGGA LIPAT MF 620"
2933,1667,product,sellable,"TANGGA LIPAT TINGGI DL-200"
2904,1824,product,sellable,"CT GLN MOWILEX BS08B15"
2900,1824,product,sellable,"CT GLN MOWILEX BS10C31"
3219,1824,product,sellable,"CT GLN MOWILEX BS3040"
6121,1824,product,sellable,"CT GLN MOWILEX BS40C33"
3466,1824,product,sellable,"CT GLN MOWILEX E088"
2255,1824,product,sellable,"CT GLN MOWILEX E318"
3921,1824,product,sellable,"CT GLN MOWILEX E629"
3856,1824,product,sellable,"MOWILEXGLN 4046"
3912,1824,product,sellable,"MOWILEXGLN BS00-A01"
3506,1824,product,sellable,"MOWILEXGLN BS00-A05"
6430,1824,product,sellable,"MOWILEXGLN BS08B 15"
2449,1824,product,sellable,"MOWILEXGLN E100 - PUTIH"
1825,1824,product,sellable,"MOWILEXGLN E200-HITAM"
3919,1824,product,sellable,"MOWILEXGLN E628"
2603,1824,product,sellable,"MOWILEXGLN KM4002"
7776,1832,product,sellable,"CT PAIL ARIES GOLD SW"
1834,1832,product,sellable,"CT PAIL ARIES STD PUTIH"
1436,1833,product,sellable,"CT GLN ARIES 625 - AQUARINE"
1439,1833,product,sellable,"CT GLN ARIES 641 - COUNTRY CREAM"
1423,1833,product,sellable,"CT GLN ARIES 680 - GREEN TEA"
7704,1833,product,sellable,"CT GLN ARIES GOLD SW"
1441,1833,product,sellable,"CT GLN ARIES STD SW"
3375,1863,product,sellable,"DOUBLE TAPE BESAR PUTIH"
589,1863,product,sellable,"DOUBLE TAPE FOAM BESAR HIJAU"
3720,1863,product,sellable,"DOUBLE TAPE FOAM BESAR PUTIH"
1805,1863,product,sellable,"DOUBLE TAPE PUTIH KECIL"
7235,1863,product,sellable,"LAKBAN BENING EKOPLAS"
10241,1863,product,sellable,"LAKBAN BENING ETC"
5772,1863,product,sellable,"LAKBAN BENING TEBAL"
7236,1863,product,sellable,"LAKBAN COKLAT EKOPLAS "
8296,1863,product,sellable,"LAKBAN KERTAS BESAR KINGSTON"
9104,1863,product,sellable,"LAKBAN KERTAS BESAR TIPIS"
4804,1863,product,sellable,"LAKBAN KERTAS KECIL"
7770,1863,product,sellable,"LAKBAN KERTAS KINGSTON"
601,1867,product,sellable,"KLEMP PIPA 1 BESI"
602,1867,product,sellable,"KLEMP PIPA 1 PLASTIK"
603,1867,product,sellable,"KLEMP PIPA 1/2  BESI"
604,1867,product,sellable,"KLEMP PIPA 1/2 PLASTIK"
2747,1867,product,sellable,"KLEMP PIPA 11/2 BESI"
2903,1867,product,sellable,"KLEMP PIPA 11/4 BESI"
5109,1867,product,sellable,"KLEMP PIPA 16MM WESTPACK"
2392,1867,product,sellable,"KLEMP PIPA 2 BESI"
5110,1867,product,sellable,"KLEMP PIPA 20 MM WESTPECK"
1571,1867,product,sellable,"KLEMP PIPA 21/2 BESI"
1776,1867,product,sellable,"KLEMP PIPA 3 BESI"
605,1867,product,sellable,"KLEMP PIPA 3/4 BESI"
606,1867,product,sellable,"KLEMP PIPA 3/4 PLASTIK"
1775,1867,product,sellable,"KLEMP PIPA 4 BESI"
2964,1867,product,sellable,"KLEMP PIPA 5/8 BESI"
2726,1867,product,sellable,"KLEMP PIPA 5/8 PLASTIK"
7349,1868,product,sellable,"FLEXIBLE 150 CM YUTAO"
2765,1868,product,sellable,"FLEXIBLE 20 CM"
6646,1868,product,sellable,"FLEXIBLE 20 CM AWEI"
3346,1868,product,sellable,"FLEXIBLE 25 CM"
7013,1868,product,sellable,"FLEXIBLE 25CM JOPEX ( L10 )"
5054,1868,product,sellable,"FLEXIBLE 30 CM PUTIH"
5042,1868,product,sellable,"FLEXIBLE 30 CM SKL"
5053,1868,product,sellable,"FLEXIBLE 30 CM TOSCANO"
5052,1868,product,sellable,"FLEXIBLE 30 CM UJUNG KECIL PANAS WASSER"
5046,1868,product,sellable,"FLEXIBLE 30 CM VONE"
7654,1868,product,sellable,"FLEXIBLE 30 CM YUTA"
4241,1868,product,sellable,"FLEXIBLE 30 KRANZ"
3444,1868,product,sellable,"FLEXIBLE 30 SANHO"
590,1868,product,sellable,"FLEXIBLE 30CM"
4296,1868,product,sellable,"FLEXIBLE 30CM JOPEX ( L12 )"
1907,1868,product,sellable,"FLEXIBLE 30CM ONDA"
4330,1868,product,sellable,"FLEXIBLE 30CM WASSER"
6333,1868,product,sellable,"FLEXIBLE 35 ONDA"
591,1868,product,sellable,"FLEXIBLE 40 CM"
5043,1868,product,sellable,"FLEXIBLE 40 CM SKL"
5482,1868,product,sellable,"FLEXIBLE 40 CM UJUNG KECIL FIO"
5047,1868,product,sellable,"FLEXIBLE 40 CM VONE"
7655,1868,product,sellable,"FLEXIBLE 40 CM YUTA"
4358,1868,product,sellable,"FLEXIBLE 40 KRANZ "
3445,1868,product,sellable,"FLEXIBLE 40 SANHO"
1908,1868,product,sellable,"FLEXIBLE 40CM ONDA"
4821,1868,product,sellable,"FLEXIBLE 40CM WASSER"
4735,1868,product,sellable,"FLEXIBLE 45CM JOPEX ( L18 )"
6173,1868,product,sellable,"FLEXIBLE 45CM ONDA"
8203,1868,product,sellable,"FLEXIBLE 5/8"
592,1868,product,sellable,"FLEXIBLE 50 CM"
5051,1868,product,sellable,"FLEXIBLE 50 CM PRIME"
5044,1868,product,sellable,"FLEXIBLE 50 CM SKL"
5048,1868,product,sellable,"FLEXIBLE 50 CM VONE"
7656,1868,product,sellable,"FLEXIBLE 50 CM YUTA"
4359,1868,product,sellable,"FLEXIBLE 50 KRANZ"
3446,1868,product,sellable,"FLEXIBLE 50 SANHO"
9066,1868,product,sellable,"FLEXIBLE 50CM  WASSER"
1909,1868,product,sellable,"FLEXIBLE 50CM ONDA"
4331,1868,product,sellable,"FLEXIBLE 50CM WASSER"
5045,1868,product,sellable,"FLEXIBLE 60 CM SKL"
5049,1868,product,sellable,"FLEXIBLE 60 CM UJUNG KUNING"
5050,1868,product,sellable,"FLEXIBLE 60 CM UJUNG STAINLESS"
4297,1868,product,sellable,"FLEXIBLE 60CM JOPEX ( L24 )"
4252,1868,product,sellable,"FLEXIBLE 90CM JOPEX ( L36 )"
7584,1868,product,sellable,"FLEXIBLE KAKU 30CM AUGUSTO"
1948,1868,product,sellable,"FLEXIBLE KAKU 30CM ONDA"
4339,1868,product,sellable,"FLEXIBLE KAKU 30CM WASSER"
6999,1868,product,sellable,"FLEXIBLE KAKU 35CM ONDA"
1949,1868,product,sellable,"FLEXIBLE KAKU 40CM"
5549,1868,product,sellable,"FLEXIBLE KAKU 40CM ONDA"
4901,1868,product,sellable,"FLEXIBLE KAKU 40CM WASSER"
6590,1868,product,sellable,"FLEXIBLE KAKU 45CM ONDA"
6104,1868,product,sellable,"FLEXIBLE KAKU 50CM AUGUSTO"
5257,1868,product,sellable,"FLEXIBLE KAKU 50CM ONDA"
4491,1868,product,sellable,"FLEXIBLE KAKU 50CM WASSER"
7585,1868,product,sellable,"FLEXIBLE KAKU 60CM AUGUSTO"
2698,1868,product,sellable,"FLEXIBLE PLASTIK 30 ANTI PANAS"
2538,1868,product,sellable,"FLEXIBLE PLASTIK 30 CM"
3118,1868,product,sellable,"FLEXIBLE PLASTIK 30 CM SOLIGITAR"
6105,1868,product,sellable,"FLEXIBLE PLASTIK 30 CM WHITE KUN"
3119,1868,product,sellable,"FLEXIBLE PLASTIK 40 CM SOLIGITAR"
6106,1868,product,sellable,"FLEXIBLE PLASTIK 40 CM WHITE KUNINGAN"
1594,1868,product,sellable,"FLEXIBLE PLASTIK 40CM"
2539,1868,product,sellable,"FLEXIBLE PLASTIK 50 CM"
6107,1868,product,sellable,"FLEXIBLE PLASTIK 50 CM WHITE KUNINGAN"
5505,1868,product,sellable,"FLEXIBLE SHOWER 120CM JOPEX ( L48 )"
3110,1868,product,sellable,"FLEXIBLE SHOWER 120CM SELERY"
1006,1868,product,sellable,"FLEXIBLE SHOWER 130CM"
6103,1868,product,sellable,"FLEXIBLE SHOWER 150 CM  AIR PANAS  AUGUSTO"
593,1868,product,sellable,"FLEXIBLE SHOWER 150 CM BUNGKUS MERAH FIO"
5359,1868,product,sellable,"FLEXIBLE SHOWER 150 CM DIVA STAINLESS"
3028,1868,product,sellable,"FLEXIBLE SHOWER 150 CM HONSU UJUNG KUNING "
3959,1868,product,sellable,"FLEXIBLE SHOWER 150 CM JOPEX ( L60 )"
7322,1868,product,sellable,"FLEXIBLE SHOWER 150 CM SANHO"
4131,1868,product,sellable,"FLEXIBLE SHOWER 150 CM TOSCA UJUNG KUNINGAN "
7629,1868,product,sellable,"FLEXIBLE SHOWER 150 CM VODA"
2870,1868,product,sellable,"FLEXIBLE SHOWER 200 CM"
5422,1868,product,sellable,"FLEXIBLE SHOWER 200 CM FIO"
3724,1868,product,sellable,"FLEXIBLE SHOWER 200 CM SOBAR"
4105,1868,product,sellable,"FLEXIBLE SHOWER 200 CM UJUNG KUNINGAN"
3931,1868,product,sellable,"FLEXIBLE SHOWER CARLO FIONTINI BLISTER PLASTIK"
4955,1868,product,sellable,"FLEXIBLE SHOWER CHROME ARRIGO"
6102,1868,product,sellable,"FLEXIBLE SHOWER CLAUDIA"
6147,1868,product,sellable,"FLEXIBLE SHOWER PER CARLO FIOTINI KUN BUNGKUS BAGUS"
2687,1868,product,sellable,"FLEXIBLE SHOWER PLASTIK"
1895,1868,product,sellable,"FLEXIBLE SHOWER PUTIH AWEI"
5468,1868,product,sellable,"FLEXIBLE SHOWER SPT KABEL TLP MUJI"
4702,1869,product,sellable,"KIT BAN"
598,1869,product,sellable,"KIT KALENG BIRU"
4891,1869,product,sellable,"KIT KALENG GOLD"
599,1869,product,sellable,"KIT KALENG KUNING"
600,1869,product,sellable,"KIT KALENG MERAH"
4703,1869,product,sellable,"KIT METALIC CAR 25ML"
4892,1869,product,sellable,"KIT METALLIC CAR LIQUID WAX"
4701,1869,product,sellable,"KIT SHAMPO"
4709,1869,product,sellable,"KIT TUBE 15GR METAL POLIS "
1363,1869,product,sellable,"KIT TUBE 25GR KUNING KECIL"
1364,1869,product,sellable,"KIT TUBE 60GR KUNING BESAR"
4700,1869,product,sellable,"KIT TUBE 80GR METAL POLIS "
1930,1928,product,sellable,"KLEMP SELANG 1"
2272,1928,product,sellable,"KLEMP SELANG 1/2"
1932,1928,product,sellable,"KLEMP SELANG 11/2"
1933,1928,product,sellable,"KLEMP SELANG 11/4"
2091,1928,product,sellable,"KLEMP SELANG 13/4"
4013,1928,product,sellable,"KLEMP SELANG 2"
2089,1928,product,sellable,"KLEMP SELANG 21/2"
2090,1928,product,sellable,"KLEMP SELANG 3"
607,1928,product,sellable,"KLEMP SELANG 3/4"
3834,1928,product,sellable,"KLEMP SELANG 4"
1929,1928,product,sellable,"KLEMP SELANG 7/8"
8586,1928,product,sellable,"KLEMP SELANG 7/8 KUPING"
4337,1928,product,sellable,"KLEMP SELANG3/8"
1931,1928,product,sellable,"KLEMP SELANG5/8"
1961,1958,product,sellable,"LEMKRA FS NAT 201-ABU2"
506,1958,product,sellable,"LEMKRA FS NAT 202-WHITE"
1962,1958,product,sellable,"LEMKRA FS NAT 203-HITAM"
1964,1958,product,sellable,"LEMKRA FS NAT 207-BIRU MUDA"
1965,1958,product,sellable,"LEMKRA FS NAT 210-CREAM"
2739,1958,product,sellable,"LEMKRA FS NAT 211 - PINK"
971,2174,product,sellable,"CK KG SEIV 116"
3580,2174,product,sellable,"CK KG SEIV 138M"
2188,2174,product,sellable,"CK KG SEIV 143M"
2010,2174,product,sellable,"CK KG SEIV 144M"
2197,2174,product,sellable,"CK KG SEIV 145M"
3560,2174,product,sellable,"CK KG SEIV 150M"
2181,2174,product,sellable,"CK KG SEIV 151M"
4603,2174,product,sellable,"CK KG SEIV 152"
972,2174,product,sellable,"CK KG SEIV 152M"
2186,2174,product,sellable,"CK KG SEIV 153M"
973,2174,product,sellable,"CK KG SEIV 154M"
2194,2174,product,sellable,"CK KG SEIV 158M"
2180,2174,product,sellable,"CK KG SEIV 159M"
2179,2174,product,sellable,"CK KG SEIV 161M"
3561,2174,product,sellable,"CK KG SEIV 165M"
974,2174,product,sellable,"CK KG SEIV 180"
975,2174,product,sellable,"CK KG SEIV 180M"
3005,2174,product,sellable,"CK KG SEIV 181"
4606,2174,product,sellable,"CK KG SEIV 201"
2203,2174,product,sellable,"CK KG SEIV 2023 SPC 1"
1892,2174,product,sellable,"CK KG SEIV 2029"
976,2174,product,sellable,"CK KG SEIV 2031"
977,2174,product,sellable,"CK KG SEIV 2037"
978,2174,product,sellable,"CK KG SEIV 2037M"
4607,2174,product,sellable,"CK KG SEIV 211"
3584,2174,product,sellable,"CK KG SEIV 219M"
2224,2174,product,sellable,"CK KG SEIV 225"
2805,2174,product,sellable,"CK KG SEIV 234 SPC 1"
3888,2174,product,sellable,"CK KG SEIV 248"
5447,2174,product,sellable,"CK KG SEIV 248 SPC 1"
2229,2174,product,sellable,"CK KG SEIV 256"
2007,2174,product,sellable,"CK KG SEIV 260 SPC 2"
3279,2174,product,sellable,"CK KG SEIV 273 SPC 1"
2223,2174,product,sellable,"CK KG SEIV 288"
4113,2174,product,sellable,"CK KG SEIV 290"
2219,2174,product,sellable,"CK KG SEIV 299"
4615,2174,product,sellable,"CK KG SEIV 304 SPC 1"
2182,2174,product,sellable,"CK KG SEIV 305M"
2232,2174,product,sellable,"CK KG SEIV 311"
3253,2174,product,sellable,"CK KG SEIV 316"
1996,2174,product,sellable,"CK KG SEIV 321"
2177,2174,product,sellable,"CK KG SEIV 322M"
4616,2174,product,sellable,"CK KG SEIV 345 SPC 1"
2241,2174,product,sellable,"CK KG SEIV 3476"
3562,2174,product,sellable,"CK KG SEIV 347M"
4608,2174,product,sellable,"CK KG SEIV 349"
3199,2174,product,sellable,"CK KG SEIV 359"
2220,2174,product,sellable,"CK KG SEIV 360"
2183,2174,product,sellable,"CK KG SEIV 361M"
2221,2174,product,sellable,"CK KG SEIV 367"
2226,2174,product,sellable,"CK KG SEIV 377"
3341,2174,product,sellable,"CK KG SEIV 378"
981,2174,product,sellable,"CK KG SEIV 382"
2204,2174,product,sellable,"CK KG SEIV 383"
4310,2174,product,sellable,"CK KG SEIV 393"
2213,2174,product,sellable,"CK KG SEIV 4-758"
2937,2174,product,sellable,"CK KG SEIV 404 SPC 1"
4617,2174,product,sellable,"CK KG SEIV 412 SPC 1"
2377,2174,product,sellable,"CK KG SEIV 412M"
1995,2174,product,sellable,"CK KG SEIV 422"
3783,2174,product,sellable,"CK KG SEIV 429M"
2231,2174,product,sellable,"CK KG SEIV 437 SPC 1"
2227,2174,product,sellable,"CK KG SEIV 44182"
2205,2174,product,sellable,"CK KG SEIV 448"
3167,2174,product,sellable,"CK KG SEIV 449"
2206,2174,product,sellable,"CK KG SEIV 456"
2217,2174,product,sellable,"CK KG SEIV 460 SPC 2"
2207,2174,product,sellable,"CK KG SEIV 467"
4609,2174,product,sellable,"CK KG SEIV 4758"
2228,2174,product,sellable,"CK KG SEIV 480"
2230,2174,product,sellable,"CK KG SEIV 484"
2208,2174,product,sellable,"CK KG SEIV 499"
2200,2174,product,sellable,"CK KG SEIV 5-53"
2201,2174,product,sellable,"CK KG SEIV 500"
4461,2174,product,sellable,"CK KG SEIV 500 SPC 1"
2189,2174,product,sellable,"CK KG SEIV 506M"
4610,2174,product,sellable,"CK KG SEIV 519"
3563,2174,product,sellable,"CK KG SEIV 526M"
4611,2174,product,sellable,"CK KG SEIV 553"
4618,2174,product,sellable,"CK KG SEIV 560 SPC 2"
2202,2174,product,sellable,"CK KG SEIV 567"
2196,2174,product,sellable,"CK KG SEIV 571M"
2209,2174,product,sellable,"CK KG SEIV 580"
2210,2174,product,sellable,"CK KG SEIV 581"
1614,2174,product,sellable,"CK KG SEIV 582"
2211,2174,product,sellable,"CK KG SEIV 583"
982,2174,product,sellable,"CK KG SEIV 584"
3661,2174,product,sellable,"CK KG SEIV 613"
8137,2174,product,sellable,"CK KG SEIV 615"
2212,2174,product,sellable,"CK KG SEIV 628"
983,2174,product,sellable,"CK KG SEIV 633"
2176,2174,product,sellable,"CK KG SEIV 656"
984,2174,product,sellable,"CK KG SEIV 6610- INDUSTRIAL CHROMATE"
2545,2174,product,sellable,"CK KG SEIV 6640"
2216,2174,product,sellable,"CK KG SEIV 673"
2728,2174,product,sellable,"CK KG SEIV 678M"
986,2174,product,sellable,"CK KG SEIV 680"
987,2174,product,sellable,"CK KG SEIV 681"
2225,2174,product,sellable,"CK KG SEIV 682"
1548,2174,product,sellable,"CK KG SEIV 684"
2233,2174,product,sellable,"CK KG SEIV 685 SPC 1"
2978,2174,product,sellable,"CK KG SEIV 695"
2184,2174,product,sellable,"CK KG SEIV 705M"
988,2174,product,sellable,"CK KG SEIV 709 "
1290,2174,product,sellable,"CK KG SEIV 713M"
989,2174,product,sellable,"CK KG SEIV 727"
2191,2174,product,sellable,"CK KG SEIV 733M"
2198,2174,product,sellable,"CK KG SEIV 738"
5424,2174,product,sellable,"CK KG SEIV 744M"
2199,2174,product,sellable,"CK KG SEIV 745"
2195,2174,product,sellable,"CK KG SEIV 752M"
2218,2174,product,sellable,"CK KG SEIV 753"
5011,2174,product,sellable,"CK KG SEIV 753M"
2013,2174,product,sellable,"CK KG SEIV 755"
2192,2174,product,sellable,"CK KG SEIV 755M"
990,2174,product,sellable,"CK KG SEIV 774M"
991,2174,product,sellable,"CK KG SEIV 780"
992,2174,product,sellable,"CK KG SEIV 781"
2190,2174,product,sellable,"CK KG SEIV 793M"
2178,2174,product,sellable,"CK KG SEIV 795M"
993,2174,product,sellable,"CK KG SEIV 827M"
994,2174,product,sellable,"CK KG SEIV 880"
995,2174,product,sellable,"CK KG SEIV 880M"
3662,2174,product,sellable,"CK KG SEIV 985"
4619,2174,product,sellable,"CK KG SEIV 985M"
2264,2263,product,sellable,"KENI 5/8 LISTRIK"
3481,2263,product,sellable,"SOKET 5/8 LISTRIK"
3866,2263,product,sellable,"TEE 5/8 LISTRIK "
2467,2269,product,sellable,"SEAL DAB 125"
2270,2269,product,sellable,"SEAL DAB 255"
2607,2269,product,sellable,"SEAL NATIONAL 125"
1680,2269,product,sellable,"SEAL SANYO A100"
3081,2269,product,sellable,"SEAL SHIMIZU 125"
2370,2367,product,sellable,"ULTRAN PU CLEAR DOFF"
2371,2367,product,sellable,"ULTRAN PU CLEAR GLOSS"
8443,2431,product,sellable,"KUNCI PIPA 10 FUKUDA"
