item_id,group_id,name,variant_value,variant,variant_value2,variant2
989,2174,CK KG SEIV 727,727,SEIV COLOR,,
2191,2174,CK KG SEIV 733M,733M,SEIV COLOR,,
2198,2174,CK KG SEIV 738,738,SEIV COLOR,,
5424,2174,CK KG SEIV 744M,744M,SEIV COLOR,,
2199,2174,CK KG SEIV 745,745,SEIV COLOR,,
2195,2174,CK KG SEIV 752M,752M,SEIV COLOR,,
2218,2174,CK KG SEIV 753,753,SEIV COLOR,,
5011,2174,CK KG SEIV 753M,753M,SEIV COLOR,,
2013,2174,CK KG SEIV 755,755,SEIV COLOR,,
2192,2174,CK KG SEIV 755M,755M,SEIV COLOR,,
990,2174,CK KG SEIV 774M,774M,SEIV COLOR,,
991,2174,CK KG SEIV 780,780,SEIV COLOR,,
992,2174,CK KG SEIV 781,781,SEIV COLOR,,
2190,2174,CK KG SEIV 793M,793M,SEIV COLOR,,
2178,2174,CK KG SEIV 795M,795M,SEIV COLOR,,
993,2174,CK KG SEIV 827M,827M,SEIV COLOR,,
994,2174,CK KG SEIV 880,880,SEIV COLOR,,
995,2174,CK KG SEIV 880M,880M,SEIV COLOR,,
3662,2174,CK KG SEIV 985,985,SEIV COLOR,,
4619,2174,CK KG SEIV 985M,985M,SEIV COLOR,,
3964,2595,CK 1/4KG BRILLO 1110 WHITE,1110 WHITE,BRILLO COLOR,,
5742,2595,CK 1/4KG BRILLO 1113 WHITE MATT,1113 WHITE MATT,BRILLO COLOR,,
1467,3132,POLITUR KG ULTRAN P03 BROWN AR,BROWN AR,POLITUR ULTRAN COLOR,,
1466,3132,POLITUR KG ULTRAN P03 BROWN KJ,BROWN KJ,POLITUR ULTRAN COLOR,,
2938,3132,POLITUR KG ULTRAN P03 CLEAR DOF,CLEAR DOF,POLITUR ULTRAN COLOR,,
2939,3132,POLITUR KG ULTRAN P03 CLEAR GLOSS,CLEAR GLOSS,POLITUR ULTRAN COLOR,,
1604,3132,POLITUR KG ULTRAN P03 DARK BROWN,DARK BROWN,POLITUR ULTRAN COLOR,,
1468,3132,POLITUR KG ULTRAN P03 MAHONY,MAHONY,POLITUR ULTRAN COLOR,,
2359,3132,POLITUR KG ULTRAN P03 SHP BROWN,SHP BROWN,POLITUR ULTRAN COLOR,,
2358,3132,POLITUR KG ULTRAN P03 SOLAR RED,SOLAR RED,POLITUR ULTRAN COLOR,,
1061,3132,POLITUR KG ULTRAN P03 SOLAR YELLOW,SOLAR YELLOW,POLITUR ULTRAN COLOR,,
1062,3132,POLITUR KG ULTRAN P03 TEAK,TEAK,POLITUR ULTRAN COLOR,,
1599,3214,HAMPLAS METER EKAMENT 100,100,SANDPAPER GRIT,,
596,3214,HAMPLAS METER EKAMENT 120,120,SANDPAPER GRIT,,
2976,3214,HAMPLAS METER EKAMENT 150,150,SANDPAPER GRIT,,
1600,3214,HAMPLAS METER EKAMENT 180,180,SANDPAPER GRIT,,
1566,3214,HAMPLAS METER EKAMENT 240,240,SANDPAPER GRIT,,
3136,3214,HAMPLAS METER EKAMENT 320,320,SANDPAPER GRIT,,
2848,3214,HAMPLAS METER EKAMENT 400,400,SANDPAPER GRIT,,
1564,3214,HAMPLAS METER EKAMENT 60,60,SANDPAPER GRIT,,
1565,3214,HAMPLAS METER EKAMENT 80,80,SANDPAPER GRIT,,
1709,3215,HAMPLAS DUCO NIKEN 1000,1000,SANDPAPER GRIT,,
1597,3320,HAMPLAS DUCO DAESUNG 100,100,SANDPAPER GRIT,,
380,3320,HAMPLAS DUCO DAESUNG 1000,1000,SANDPAPER GRIT,,
382,3320,HAMPLAS DUCO DAESUNG 120,120,SANDPAPER GRIT,,
2262,3320,HAMPLAS DUCO DAESUNG 150,150,SANDPAPER GRIT,,
383,3320,HAMPLAS DUCO DAESUNG 1500,1500,SANDPAPER GRIT,,
384,3320,HAMPLAS DUCO DAESUNG 180,180,SANDPAPER GRIT,,
2690,3320,HAMPLAS DUCO DAESUNG 2000,2000,SANDPAPER GRIT,,
387,3320,HAMPLAS DUCO DAESUNG 220,220,SANDPAPER GRIT,,
388,3320,HAMPLAS DUCO DAESUNG 240,240,SANDPAPER GRIT,,
389,3320,HAMPLAS DUCO DAESUNG 280,280,SANDPAPER GRIT,,
391,3320,HAMPLAS DUCO DAESUNG 320,320,SANDPAPER GRIT,,
392,3320,HAMPLAS DUCO DAESUNG 360,360,SANDPAPER GRIT,,
393,3320,HAMPLAS DUCO DAESUNG 400,400,SANDPAPER GRIT,,
2928,3320,HAMPLAS DUCO DAESUNG 500,500,SANDPAPER GRIT,,
394,3320,HAMPLAS DUCO DAESUNG 60,60,SANDPAPER GRIT,,
1291,3320,HAMPLAS DUCO DAESUNG 600,600,SANDPAPER GRIT,,
4759,3320,HAMPLAS DUCO DAESUNG 6000,6000,SANDPAPER GRIT,,
395,3320,HAMPLAS DUCO DAESUNG 80,80,SANDPAPER GRIT,,
396,3320,HAMPLAS DUCO DAESUNG 800,800,SANDPAPER GRIT,,
3368,3367,CS RJ 150CC 39 HITAM,39 HITAM,RJ COLOR,,
3369,3367,CS RJ 150CC 40 PUTIH,40 PUTIH,RJ COLOR,,
3386,3367,CS RJ 150CC 540 CLEAR,540 CLEAR,RJ COLOR,,
3370,3367,CS RJ 150CC BLACK DULL,BLACK DULL,RJ COLOR,,
7475,3475,WTP KG AQUAPROOF ABU MUDA,ABU MUDA,AQUAPROOF COLOR,,
2,3475,WTP KG AQUAPROOF ABU2,ABU2,AQUAPROOF COLOR,,
3,3475,WTP KG AQUAPROOF BIRU,BIRU,AQUAPROOF COLOR,,
3624,3475,WTP KG AQUAPROOF CREAM,CREAM,AQUAPROOF COLOR,,
3638,3475,WTP KG AQUAPROOF HIJAU MUDA,HIJAU MUDA,AQUAPROOF COLOR,,
4,3475,WTP KG AQUAPROOF HITAM,HITAM,AQUAPROOF COLOR,,
5,3475,WTP KG AQUAPROOF MERAH,MERAH,AQUAPROOF COLOR,,
3691,3475,WTP KG AQUAPROOF ORANGE,ORANGE,AQUAPROOF COLOR,,
3692,3475,WTP KG AQUAPROOF ORANGE MUDA,ORANGE MUDA,AQUAPROOF COLOR,,
6,3475,WTP KG AQUAPROOF PUTIH,PUTIH,AQUAPROOF COLOR,,
7,3475,WTP KG AQUAPROOF TRANSPARAN,TRANSPARAN,AQUAPROOF COLOR,,
1823,3476,WTP GLN AQUAPROOF ABU2,ABU2,AQUAPROOF COLOR,,
4569,3476,WTP GLN AQUAPROOF HITAM,HITAM,AQUAPROOF COLOR,,
8,3476,WTP GLN AQUAPROOF PUTIH,PUTIH,AQUAPROOF COLOR,,
1822,3476,WTP GLN AQUAPROOF TRANSPARAN,TRANSPARAN,AQUAPROOF COLOR,,
2533,3477,WTP PAIL AQUAPROOF ABU2,ABU2,AQUAPROOF COLOR,,
6741,3477,WTP PAIL AQUAPROOF CREAM,CREAM,AQUAPROOF COLOR,,
6705,3477,WTP PAIL AQUAPROOF MERAH,MERAH,AQUAPROOF COLOR,,
2534,3477,WTP PAIL AQUAPROOF PUTIH,PUTIH,AQUAPROOF COLOR,,
4326,3529,CKL KG AVIAN JALAN BIRU,BIRU,AVIAN ROAD COLOR,,
5655,3529,CKL KG AVIAN JALAN HITAM,HITAM,AVIAN ROAD COLOR,,
3460,3529,CKL KG AVIAN JALAN KUNING,KUNING,AVIAN ROAD COLOR,,
2963,3529,CKL KG AVIAN JALAN PUTIH,PUTIH,AVIAN ROAD COLOR,,
2871,3557,LEM SILICONE DOWCORNING CLEAR,CLEAR,GENERIC COLOR,,
2768,3557,LEM SILICONE DOWCORNING HITAM,HITAM,GENERIC COLOR,,
3115,3557,LEM SILICONE DOWCORNING PUTIH,PUTIH,GENERIC COLOR,,
3559,3558,LEM SILICONE DEXTONE CLEAR,CLEAR,GENERIC COLOR,,
3614,3558,LEM SILICONE DEXTONE HITAM,HITAM,GENERIC COLOR,,
5086,3575,HAMPLAS DUCO SIKEN 100,100,SANDPAPER GRIT,,
4448,3575,HAMPLAS DUCO SIKEN 1000,1000,SANDPAPER GRIT,,
3574,3575,HAMPLAS DUCO SIKEN 120,120,SANDPAPER GRIT,,
3752,3575,HAMPLAS DUCO SIKEN 150,150,SANDPAPER GRIT,,
3578,3575,HAMPLAS DUCO SIKEN 1500,1500,SANDPAPER GRIT,,
3942,3575,HAMPLAS DUCO SIKEN 180,180,SANDPAPER GRIT,,
4841,3575,HAMPLAS DUCO SIKEN 2000,2000,SANDPAPER GRIT,,
3573,3575,HAMPLAS DUCO SIKEN 220,220,SANDPAPER GRIT,,
3601,3575,HAMPLAS DUCO SIKEN 240,240,SANDPAPER GRIT,,
3897,3575,HAMPLAS DUCO SIKEN 280,280,SANDPAPER GRIT,,
3961,3575,HAMPLAS DUCO SIKEN 320,320,SANDPAPER GRIT,,
4329,3575,HAMPLAS DUCO SIKEN 360,360,SANDPAPER GRIT,,
3572,3575,HAMPLAS DUCO SIKEN 400,400,SANDPAPER GRIT,,
5560,3575,HAMPLAS DUCO SIKEN 500,500,SANDPAPER GRIT,,
8561,3575,HAMPLAS DUCO SIKEN 5000,5000,SANDPAPER GRIT,,
3577,3575,HAMPLAS DUCO SIKEN 60,60,SANDPAPER GRIT,,
4303,3575,HAMPLAS DUCO SIKEN 600,600,SANDPAPER GRIT,,
4306,3575,HAMPLAS DUCO SIKEN 80,80,SANDPAPER GRIT,,
4276,3575,HAMPLAS DUCO SIKEN 800,800,SANDPAPER GRIT,,
378,3599,HAMPLAS BESI 0,0,SANDPAPER GRIT,,
379,3599,HAMPLAS BESI 1,1,SANDPAPER GRIT,,
381,3599,HAMPLAS BESI 1 1/2,1 1/2,SANDPAPER GRIT,,
385,3599,HAMPLAS BESI 2,2,SANDPAPER GRIT,,
386,3599,HAMPLAS BESI 2 1/2,2 1/2,SANDPAPER GRIT,,
390,3599,HAMPLAS BESI 3,3,SANDPAPER GRIT,,
3663,3602,LEM SILICONE FOS BLACK,BLACK,GENERIC COLOR,,
3603,3602,LEM SILICONE FOS CLEAR,CLEAR,GENERIC COLOR,,
7174,3732,CS ASAHI 701 HONDA RED,701 HONDA RED,ASAHI SPRAY COLOR,,
7175,3732,CS ASAHI 702 HONDA YELLOW,702 HONDA YELLOW,ASAHI SPRAY COLOR,,
7984,3732,CS ASAHI 703 HONDA BLUE,703 HONDA BLUE,ASAHI SPRAY COLOR,,
7989,3732,CS ASAHI 704 YAMAHA GREEN,704 YAMAHA GREEN,ASAHI SPRAY COLOR,,
7177,3732,CS ASAHI 706 YAMAHA RED,706 YAMAHA RED,ASAHI SPRAY COLOR,,
7992,3732,CS ASAHI 708 AS GREEN SPC 2,708 AS GREEN SPC 2,ASAHI SPRAY COLOR,,
7993,3732,CS ASAHI 709 AS BLUE SPC 2,709 AS BLUE SPC 2,ASAHI SPRAY COLOR,,
7994,3732,CS ASAHI 710 AS ALPEN SPC 2,710 AS ALPEN SPC 2,ASAHI SPRAY COLOR,,
7166,3732,CS ASAHI 7102 METALIC YELLOW,7102 METALIC YELLOW,ASAHI SPRAY COLOR,,
7160,3732,CS ASAHI 7139 METALIC BLACK,7139 METALIC BLACK,ASAHI SPRAY COLOR,,
7154,3732,CS ASAHI 714 ORANGE,714 ORANGE,ASAHI SPRAY COLOR,,
7996,3732,CS ASAHI 7140 PEARL WHITE,7140 PEARL WHITE,ASAHI SPRAY COLOR,,
7161,3732,CS ASAHI 7142 RED PURPLE,7142 RED PURPLE,ASAHI SPRAY COLOR,,
7163,3732,CS ASAHI 7143 BLUE PURPLE,7143 BLUE PURPLE,ASAHI SPRAY COLOR,,
7995,3732,CS ASAHI 717 FEBRARI RED SPC 2,717 FEBRARI RED SPC 2,ASAHI SPRAY COLOR,,
7986,3732,CS ASAHI 7172 GULL YELLOW,7172 GULL YELLOW,ASAHI SPRAY COLOR,,
7988,3732,CS ASAHI 7173 NINJA GREEN,7173 NINJA GREEN,ASAHI SPRAY COLOR,,
7168,3732,CS ASAHI 7174 JUPITER ORANGE,7174 JUPITER ORANGE,ASAHI SPRAY COLOR,,
7169,3732,CS ASAHI 7175 HOGUN BLUE,7175 HOGUN BLUE,ASAHI SPRAY COLOR,,
7987,3732,CS ASAHI 7177 SHOGUN YELLOW,7177 SHOGUN YELLOW,ASAHI SPRAY COLOR,,
7171,3732,CS ASAHI 7178 OXER ORANGE,7178 OXER ORANGE,ASAHI SPRAY COLOR,,
7172,3732,CS ASAHI 7180 M. MIO GREEN,7180 M. MIO GREEN,ASAHI SPRAY COLOR,,
7173,3732,CS ASAHI 7181 M. VARIO IRISH RED,7181 M. VARIO IRISH RED,ASAHI SPRAY COLOR,,
7165,3732,CS ASAHI 7189 LAGUNA GREEN,7189 LAGUNA GREEN,ASAHI SPRAY COLOR,,
7164,3732,CS ASAHI 7190 METALIC RED,7190 METALIC RED,ASAHI SPRAY COLOR,,
7983,3732,CS ASAHI 7195 CELESTIAL BLUE,7195 CELESTIAL BLUE,ASAHI SPRAY COLOR,,
7167,3732,CS ASAHI 7196 EMERALD GREEN,7196 EMERALD GREEN,ASAHI SPRAY COLOR,,
7162,3732,CS ASAHI 7216 CURACAO BLUE,7216 CURACAO BLUE,ASAHI SPRAY COLOR,,
7157,3732,CS ASAHI 723 SIGNAL RED,723 SIGNAL RED,ASAHI SPRAY COLOR,,
7153,3732,CS ASAHI 725 CHROME YELLOW,725 CHROME YELLOW,ASAHI SPRAY COLOR,,
7150,3732,CS ASAHI 727 LEAF GREEN,727 LEAF GREEN,ASAHI SPRAY COLOR,,
7152,3732,CS ASAHI 730 ROSE PINK,730 ROSE PINK,ASAHI SPRAY COLOR,,
7991,3732,CS ASAHI 735 GOLD SPC 1,735 GOLD SPC 1,ASAHI SPRAY COLOR,,
7170,3732,CS ASAHI 736 SILVER,736 SILVER,ASAHI SPRAY COLOR,,
7155,3732,CS ASAHI 737 GRASS GREEN,737 GRASS GREEN,ASAHI SPRAY COLOR,,
7147,3732,CS ASAHI 739 BLACK,739 BLACK,ASAHI SPRAY COLOR,,
7148,3732,CS ASAHI 740 WHITE,740 WHITE,ASAHI SPRAY COLOR,,
7151,3732,CS ASAHI 741 YELLOW,741 YELLOW,ASAHI SPRAY COLOR,,
7985,3732,CS ASAHI 7455 HINO GREEN,7455 HINO GREEN,ASAHI SPRAY COLOR,,
7982,3732,CS ASAHI 7511 NEON BLUE,7511 NEON BLUE,ASAHI SPRAY COLOR,,
7158,3732,CS ASAHI 7522 ARMY GREEN,7522 ARMY GREEN,ASAHI SPRAY COLOR,,
7149,3732,CS ASAHI 7540 CLEAR,7540 CLEAR,ASAHI SPRAY COLOR,,
7851,3732,CS ASAHI 7548,7548,ASAHI SPRAY COLOR,,
7176,3732,CS ASAHI 755 YAMAHA ORANGE,755 YAMAHA ORANGE,ASAHI SPRAY COLOR,,
7159,3732,CS ASAHI 7580 SILVER METALIC,7580 SILVER METALIC,ASAHI SPRAY COLOR,,
7146,3732,CS ASAHI 784 BLACK DOFF,784 BLACK DOFF,ASAHI SPRAY COLOR,,
7156,3732,CS ASAHI 786 SPECIAL RED,786 SPECIAL RED,ASAHI SPRAY COLOR,,
7990,3732,CS ASAHI 788 TEMBAGA SPC 1,788 TEMBAGA SPC 1,ASAHI SPRAY COLOR,,
6462,3732,CS ASAHI 7986 JADE GREEN SPC 1,7986 JADE GREEN SPC 1,ASAHI SPRAY COLOR,,
6463,3732,CS ASAHI 7987 SUNSET,7987 SUNSET,ASAHI SPRAY COLOR,,
6464,3732,CS ASAHI 7988 VIOLET,7988 VIOLET,ASAHI SPRAY COLOR,,
7178,3732,CS ASAHI 799 SUPER GOLD,799 SUPER GOLD,ASAHI SPRAY COLOR,,
6456,3732,CS ASAHI 7991 RED,7991 RED,ASAHI SPRAY COLOR,,
6671,3732,CS ASAHI 7992 PINK,7992 PINK,ASAHI SPRAY COLOR,,
6458,3732,CS ASAHI 7993 GREEN,7993 GREEN,ASAHI SPRAY COLOR,,
6459,3732,CS ASAHI 7994 BLUE,7994 BLUE,ASAHI SPRAY COLOR,,
6460,3732,CS ASAHI 7995 YELLOW,7995 YELLOW,ASAHI SPRAY COLOR,,
6461,3732,CS ASAHI 7996 ORANGE,7996 ORANGE,ASAHI SPRAY COLOR,,
6457,3732,CS ASAHI 7997 FLAT WHITE,7997 FLAT WHITE,ASAHI SPRAY COLOR,,
7181,3732,CS ASAHI 7998 PRIMER GREY,7998 PRIMER GREY,ASAHI SPRAY COLOR,,
7180,3732,CS ASAHI HI-TEMP BLACK SPC 1,HI-TEMP BLACK SPC 1,ASAHI SPRAY COLOR,,
7179,3732,CS ASAHI HI-TEMP SILVER SPC 1,HI-TEMP SILVER SPC 1,ASAHI SPRAY COLOR,,
3812,3811,LEM SILICONE VTECH BLACK,BLACK,GENERIC COLOR,,
3813,3811,LEM SILICONE VTECH CLEAR,CLEAR,GENERIC COLOR,,
374,4046,GLASSBLOCK MULIA 01 QUADRA GARIS2,01 QUADRA GARIS2,GLASSBLOCK PATTERN,,
376,4046,GLASSBLOCK MULIA 02 WAVE POLOS,02 WAVE POLOS,GLASSBLOCK PATTERN,,
375,4046,GLASSBLOCK MULIA 05 OCEAN VIEW OMBAK,05 OCEAN VIEW OMBAK,GLASSBLOCK PATTERN,,
372,4046,GLASSBLOCK MULIA 09 VESTA BINTANG,09 VESTA BINTANG,GLASSBLOCK PATTERN,,
373,4046,GLASSBLOCK MULIA 21 DIAMOND,21 DIAMOND,GLASSBLOCK PATTERN,,
5423,4046,GLASSBLOCK MULIA 66 TANGERINE,66 TANGERINE,GLASSBLOCK PATTERN,,
1854,4046,GLASSBLOCK MULIA CANDI,CANDI,GLASSBLOCK PATTERN,,
8812,4048,CT GLN VPRO 033,033,VPRO COLOR,,
8813,4048,CT GLN VPRO 040,040,VPRO COLOR,,
8814,4048,CT GLN VPRO 046,046,VPRO COLOR,,
8815,4048,CT GLN VPRO 090,090,VPRO COLOR,,
4642,4048,CT GLN VPRO 200,200,VPRO COLOR,,
5773,4048,CT GLN VPRO 202,202,VPRO COLOR,,
5774,4048,CT GLN VPRO 203,203,VPRO COLOR,,
4052,4048,CT GLN VPRO 211,211,VPRO COLOR,,
4647,4048,CT GLN VPRO 213X,213X,VPRO COLOR,,
4648,4048,CT GLN VPRO 214,214,VPRO COLOR,,
4051,4048,CT GLN VPRO 218,218,VPRO COLOR,,
4626,4048,CT GLN VPRO 222,222,VPRO COLOR,,
5518,4048,CT GLN VPRO 226,226,VPRO COLOR,,
4627,4048,CT GLN VPRO 227,227,VPRO COLOR,,
4628,4048,CT GLN VPRO 228,228,VPRO COLOR,,
4630,4048,CT GLN VPRO 229,229,VPRO COLOR,,
4428,4048,CT GLN VPRO 230,230,VPRO COLOR,,
4631,4048,CT GLN VPRO 231,231,VPRO COLOR,,
4632,4048,CT GLN VPRO 232X,232X,VPRO COLOR,,
4635,4048,CT GLN VPRO 233,233,VPRO COLOR,,
4633,4048,CT GLN VPRO 234,234,VPRO COLOR,,
5766,4048,CT GLN VPRO 236,236,VPRO COLOR,,
4636,4048,CT GLN VPRO 237,237,VPRO COLOR,,
4637,4048,CT GLN VPRO 238,238,VPRO COLOR,,
4639,4048,CT GLN VPRO 240,240,VPRO COLOR,,
4638,4048,CT GLN VPRO 243,243,VPRO COLOR,,
4641,4048,CT GLN VPRO 245,245,VPRO COLOR,,
4650,4048,CT GLN VPRO 247,247,VPRO COLOR,,
4050,4048,CT GLN VPRO 249,249,VPRO COLOR,,
4054,4048,CT GLN VPRO 251X,251X,VPRO COLOR,,
4652,4048,CT GLN VPRO 252X,252X,VPRO COLOR,,
4653,4048,CT GLN VPRO 253X,253X,VPRO COLOR,,
4654,4048,CT GLN VPRO 254,254,VPRO COLOR,,
5019,4048,CT GLN VPRO 273,273,VPRO COLOR,,
5767,4048,CT GLN VPRO 3004,3004,VPRO COLOR,,
5775,4048,CT GLN VPRO 3015,3015,VPRO COLOR,,
5776,4048,CT GLN VPRO 3025,3025,VPRO COLOR,,
4434,4048,CT GLN VPRO 3030,3030,VPRO COLOR,,
4049,4048,CT GLN VPRO 3033,3033,VPRO COLOR,,
4055,4048,CT GLN VPRO 3040,3040,VPRO COLOR,,
4661,4048,CT GLN VPRO 4046,4046,VPRO COLOR,,
4655,4048,CT GLN VPRO 437,437,VPRO COLOR,,
6586,4048,CT GLN VPRO 438,438,VPRO COLOR,,
6587,4048,CT GLN VPRO 439,439,VPRO COLOR,,
6583,4048,CT GLN VPRO 440,440,VPRO COLOR,,
6584,4048,CT GLN VPRO 441,441,VPRO COLOR,,
6585,4048,CT GLN VPRO 442,442,VPRO COLOR,,
4429,4048,CT GLN VPRO 661,661,VPRO COLOR,,
4656,4048,CT GLN VPRO 675,675,VPRO COLOR,,
4657,4048,CT GLN VPRO 678,678,VPRO COLOR,,
5332,4048,CT GLN VPRO 686,686,VPRO COLOR,,
4660,4048,CT GLN VPRO 687,687,VPRO COLOR,,
4658,4048,CT GLN VPRO 714,714,VPRO COLOR,,
4659,4048,CT GLN VPRO 8090,8090,VPRO COLOR,,
5520,4048,CT GLN VPRO 9102 WHITE,9102 WHITE,VPRO COLOR,,
6582,4048,CT GLN VPRO 920,920,VPRO COLOR,,
4061,4060,BASE CT PAIL LENKOTE NO ODOR BASE A,BASE A,PAINT BASE,,
6570,4060,BASE CT PAIL LENKOTE NO ODOR BASE B,BASE B,PAINT BASE,,
6571,4060,BASE CT PAIL LENKOTE NO ODOR BASE C,BASE C,PAINT BASE,,
6572,4060,BASE CT PAIL LENKOTE NO ODOR BASE D,BASE D,PAINT BASE,,
5472,4145,HAMPLAS METER EURO 100,100,SANDPAPER GRIT,,
4148,4145,HAMPLAS METER EURO 120,120,SANDPAPER GRIT,,
4261,4145,HAMPLAS METER EURO 150,150,SANDPAPER GRIT,,
4149,4145,HAMPLAS METER EURO 180,180,SANDPAPER GRIT,,
4150,4145,HAMPLAS METER EURO 240,240,SANDPAPER GRIT,,
4151,4145,HAMPLAS METER EURO 400,400,SANDPAPER GRIT,,
4465,4145,HAMPLAS METER EURO 60,60,SANDPAPER GRIT,,
4147,4145,HAMPLAS METER EURO 80,80,SANDPAPER GRIT,,
1358,4203,PINTU ALLUMUNIUM BAGUS KANAN,BAGUS KANAN,PINTU ALLUMUNIUM,,
1359,4203,PINTU ALLUMUNIUM BAGUS KIRI,BAGUS KIRI,PINTU ALLUMUNIUM,,
692,4203,PINTU ALLUMUNIUM KANAN,KANAN,PINTU ALLUMUNIUM,,
691,4203,PINTU ALLUMUNIUM KIRI,KIRI,PINTU ALLUMUNIUM,,
2634,4203,PINTU ALLUMUNIUM MIX PVC KANAN,MIX PVC KANAN,PINTU ALLUMUNIUM,,
2633,4203,PINTU ALLUMUNIUM MIX PVC KIRI,MIX PVC KIRI,PINTU ALLUMUNIUM,,
1530,4388,WTP KG NODROP 001 TRANSPARAN,001 TRANSPARAN,NODROP COLOR,,
1837,4388,WTP KG NODROP 002 ABU TUA,002 ABU TUA,NODROP COLOR,,
1836,4388,WTP KG NODROP 003 HITAM,003 HITAM,NODROP COLOR,,
5395,4388,WTP KG NODROP 004 BIRU,004 BIRU,NODROP COLOR,,
5303,4388,WTP KG NODROP 005 HIJAU TUA,005 HIJAU TUA,NODROP COLOR,,
4678,4388,WTP KG NODROP 006 COKLAT,006 COKLAT,NODROP COLOR,,
6075,4388,WTP KG NODROP 007 MERAH,007 MERAH,NODROP COLOR,,
1835,4388,WTP KG NODROP 009 PUTIH,009 PUTIH,NODROP COLOR,,
6200,4388,WTP KG NODROP 010 ABU MUDA,010 ABU MUDA,NODROP COLOR,,
6070,4388,WTP KG NODROP 011 MOCCA,011 MOCCA,NODROP COLOR,,
4387,4388,WTP KG NODROP 017 KUNING,017 KUNING,NODROP COLOR,,
6337,4388,WTP KG NODROP 018 APRICOT,018 APRICOT,NODROP COLOR,,
6374,4388,WTP KG NODROP 019 PEPAYA,019 PEPAYA,NODROP COLOR,,
6469,4388,WTP KG NODROP 020 KIWI,020 KIWI,NODROP COLOR,,
6470,4388,WTP KG NODROP 021 MELON,021 MELON,NODROP COLOR,,
6471,4388,WTP KG NODROP 022 BIRU CERAH,022 BIRU CERAH,NODROP COLOR,,
7481,4388,WTP KG NODROP 024 GUN METAL,024 GUN METAL,NODROP COLOR,,
7684,4388,WTP KG NODROP 025 BANANA,025 BANANA,NODROP COLOR,,
7572,4388,WTP KG NODROP 026,026,NODROP COLOR,,
4724,4388,WTP KG NODROP 027,027,NODROP COLOR,,
7849,4388,WTP KG NODROP 028,028,NODROP COLOR,,
4575,4389,WTP GLN NODROP 001 TRANSPARAN,001 TRANSPARAN,NODROP COLOR,,
3711,4389,WTP GLN NODROP 002 ABU TUA,002 ABU TUA,NODROP COLOR,,
4573,4389,WTP GLN NODROP 003 HITAM,003 HITAM,NODROP COLOR,,
4574,4389,WTP GLN NODROP 004 BIRU,004 BIRU,NODROP COLOR,,
6649,4389,WTP GLN NODROP 007 MERAH,007 MERAH,NODROP COLOR,,
4758,4389,WTP GLN NODROP 009 PUTIH,009 PUTIH,NODROP COLOR,,
6468,4389,WTP GLN NODROP 010 ABU MUDA,010 ABU MUDA,NODROP COLOR,,
6501,4389,WTP GLN NODROP 017 KUNING,017 KUNING,NODROP COLOR,,
9275,4389,WTP GLN NODROP 019 PEPAYA,019 PEPAYA,NODROP COLOR,,
4489,4389,WTP GLN NODROP 020 KIWI,020 KIWI,NODROP COLOR,,
8684,4389,WTP GLN NODROP 021 MELON,021 MELON,NODROP COLOR,,
7027,4389,WTP GLN NODROP 107,107,NODROP COLOR,,
4392,4390,WTP PAIL NODROP 002 ABU TUA,002 ABU TUA,NODROP COLOR,,
6120,4390,WTP PAIL NODROP 003 HITAM,003 HITAM,NODROP COLOR,,
8031,4390,WTP PAIL NODROP 006 COKLAT,006 COKLAT,NODROP COLOR,,
9488,4390,WTP PAIL NODROP 008,008,NODROP COLOR,,
6433,4390,WTP PAIL NODROP 009 PUTIH,009 PUTIH,NODROP COLOR,,
7784,4390,WTP PAIL NODROP 010 ABU MUDA,010 ABU MUDA,NODROP COLOR,,
8347,4390,WTP PAIL NODROP 017 KUNING,017 KUNING,NODROP COLOR,,
4577,4576,WTP GLN AM110 ABU,ABU,AM110 COLOR,,
4780,4576,WTP GLN AM110 LIGHT GREY,LIGHT GREY,AM110 COLOR,,
4578,4576,WTP GLN AM110 PUTIH,PUTIH,AM110 COLOR,,
3714,4576,WTP GLN AM110 TRANSPARAN,TRANSPARAN,AM110 COLOR,,
6091,4769,HAMPLAS METER DEERFOS 100,100,SANDPAPER GRIT,,
5260,4769,HAMPLAS METER DEERFOS 120,120,SANDPAPER GRIT,,
5123,4769,HAMPLAS METER DEERFOS 150,150,SANDPAPER GRIT,,
6092,4769,HAMPLAS METER DEERFOS 180,180,SANDPAPER GRIT,,
5124,4769,HAMPLAS METER DEERFOS 240,240,SANDPAPER GRIT,,
6093,4769,HAMPLAS METER DEERFOS 320,320,SANDPAPER GRIT,,
6094,4769,HAMPLAS METER DEERFOS 400,400,SANDPAPER GRIT,,
4770,4769,HAMPLAS METER DEERFOS 60,60,SANDPAPER GRIT,,
6090,4769,HAMPLAS METER DEERFOS 80,80,SANDPAPER GRIT,,
5274,5272,HAMPLAS METER SOLIGEN 120,120,SANDPAPER GRIT,,
5275,5272,HAMPLAS METER SOLIGEN 150,150,SANDPAPER GRIT,,
5342,5272,HAMPLAS METER SOLIGEN 180,180,SANDPAPER GRIT,,
5276,5272,HAMPLAS METER SOLIGEN 240,240,SANDPAPER GRIT,,
5277,5272,HAMPLAS METER SOLIGEN 400,400,SANDPAPER GRIT,,
5273,5272,HAMPLAS METER SOLIGEN 60,60,SANDPAPER GRIT,,
4258,5399,BASE CT GLN LENKOTE SUPERSILK BASE A,BASE A,PAINT BASE,,
